supplier_id,record_date,severity_level,category_of_violation,root_cause_category,corrective_actions_suggested,affected_product,process_involved,tone_of_letter,length_of_letter,deadline_for_resolution,resolution_status,follow_up_actions
S9,2024-06-27,Minor,Safety,Process Failure,0,Product A,Shipping,Warning,457,16,Pending,1
S9,2023-03-16,Critical,Quality,Process Failure,1,Product D,Testing,Urgent,549,26,Resolved,1
S9,2024-09-12,Critical,Regulatory,Process Failure,0,Product C,Manufacturing,Warning,731,23,Unresolved,1
S9,2024-05-15,Minor,Documentation,Human Error,0,Product A,Testing,Formal,880,21,Unresolved,0
S9,2024-02-23,Minor,Quality,Equipment Malfunction,0,Product C,Shipping,Urgent,173,10,Pending,1
S9,2023-03-13,Moderate,Quality,Process Failure,1,Product B,Manufacturing,Formal,507,15,Pending,1
S9,2023-01-29,Minor,Documentation,Equipment Malfunction,1,Product B,Manufacturing,Warning,389,18,Pending,0
S9,2024-10-18,Minor,Regulatory,Human Error,0,Product A,Shipping,Formal,960,26,Pending,1
S9,2023-01-06,Moderate,Safety,Equipment Malfunction,1,Product B,Manufacturing,Formal,489,5,Resolved,1
S9,2024-07-28,Critical,Safety,Human Error,0,Product C,Packaging,Warning,773,12,Pending,0
S9,2024-08-13,Critical,Safety,Process Failure,1,Product D,Manufacturing,Warning,520,17,Pending,0
S10,2024-05-28,Minor,Safety,Equipment Malfunction,0,Product D,Shipping,Urgent,274,23,Resolved,0
S10,2024-05-11,Minor,Safety,Human Error,1,Product D,Shipping,Formal,551,15,Resolved,1
S10,2023-01-19,Minor,Regulatory,Equipment Malfunction,0,Product D,Packaging,Urgent,200,22,Unresolved,1
S10,2023-06-28,Critical,Documentation,Process Failure,1,Product B,Shipping,Formal,991,7,Resolved,0
S10,2024-06-05,Minor,Safety,Equipment Malfunction,1,Product D,Packaging,Formal,265,11,Pending,1
S10,2024-09-23,Minor,Documentation,Human Error,0,Product B,Packaging,Warning,903,18,Unresolved,1
S10,2024-02-10,Minor,Regulatory,Process Failure,1,Product A,Manufacturing,Formal,351,11,Unresolved,0
S10,2024-02-23,Minor,Quality,Process Failure,1,Product A,Manufacturing,Warning,152,10,Pending,0
S10,2023-02-24,Moderate,Regulatory,Process Failure,1,Product A,Manufacturing,Urgent,237,3,Resolved,0
S10,2024-09-12,Moderate,Safety,Process Failure,1,Product D,Packaging,Warning,508,4,Pending,1
S10,2024-05-16,Minor,Regulatory,Equipment Malfunction,1,Product D,Shipping,Formal,203,28,Pending,1
S10,2023-08-18,Minor,Quality,Equipment Malfunction,0,Product B,Packaging,Urgent,520,6,Unresolved,1
S10,2023-08-19,Minor,Safety,Equipment Malfunction,1,Product C,Manufacturing,Formal,737,12,Unresolved,0
S10,2023-09-05,Minor,Documentation,Equipment Malfunction,0,Product A,Manufacturing,Warning,875,1,Unresolved,0
S10,2023-08-16,Minor,Quality,Equipment Malfunction,1,Product D,Shipping,Formal,588,29,Pending,1
S11,2023-11-16,Minor,Documentation,Equipment Malfunction,1,Product B,Manufacturing,Urgent,203,9,Unresolved,0
S11,2023-05-04,Moderate,Documentation,Equipment Malfunction,1,Product D,Testing,Formal,628,27,Pending,1
S11,2024-06-16,Moderate,Safety,Process Failure,0,Product B,Shipping,Formal,438,11,Resolved,0
S11,2023-10-03,Critical,Documentation,Equipment Malfunction,0,Product A,Packaging,Warning,663,6,Pending,1
S11,2023-06-12,Critical,Documentation,Human Error,1,Product B,Testing,Formal,981,5,Resolved,0
S11,2024-04-28,Moderate,Safety,Process Failure,1,Product C,Testing,Warning,835,29,Pending,0
S11,2023-06-23,Minor,Quality,Process Failure,1,Product B,Testing,Urgent,689,10,Pending,0
S11,2024-05-23,Moderate,Documentation,Process Failure,1,Product A,Manufacturing,Formal,334,12,Resolved,0
S11,2024-02-05,Minor,Quality,Equipment Malfunction,0,Product D,Manufacturing,Urgent,780,16,Unresolved,1
S11,2023-06-21,Critical,Quality,Process Failure,0,Product D,Shipping,Formal,700,18,Unresolved,0
S11,2024-02-25,Moderate,Quality,Process Failure,1,Product B,Manufacturing,Warning,896,27,Resolved,1
S11,2024-04-03,Critical,Documentation,Human Error,1,Product B,Testing,Warning,619,13,Pending,1
S11,2023-09-11,Critical,Quality,Human Error,0,Product C,Packaging,Warning,695,24,Pending,1
S11,2024-09-30,Moderate,Regulatory,Human Error,0,Product B,Manufacturing,Formal,611,28,Pending,0
S11,2024-07-14,Minor,Regulatory,Process Failure,1,Product D,Testing,Warning,555,16,Unresolved,1
S12,2023-04-29,Critical,Safety,Human Error,0,Product D,Packaging,Formal,109,4,Resolved,1
S12,2024-04-29,Critical,Quality,Equipment Malfunction,0,Product D,Packaging,Formal,426,17,Unresolved,1
S12,2023-11-24,Minor,Quality,Equipment Malfunction,0,Product A,Shipping,Warning,957,14,Resolved,1
S12,2023-02-16,Minor,Regulatory,Human Error,0,Product B,Manufacturing,Formal,213,1,Pending,1
S12,2023-11-24,Critical,Quality,Equipment Malfunction,0,Product A,Packaging,Formal,989,1,Resolved,1
S12,2024-01-13,Minor,Safety,Human Error,1,Product A,Manufacturing,Warning,923,19,Resolved,0
S12,2023-05-24,Moderate,Documentation,Equipment Malfunction,0,Product D,Shipping,Warning,426,26,Resolved,0
S12,2023-09-27,Critical,Quality,Equipment Malfunction,1,Product D,Packaging,Formal,652,16,Unresolved,1
S12,2023-04-27,Moderate,Regulatory,Process Failure,0,Product C,Manufacturing,Urgent,370,3,Resolved,0
S12,2023-01-25,Critical,Regulatory,Equipment Malfunction,1,Product C,Packaging,Urgent,635,24,Pending,1
S12,2024-03-17,Minor,Safety,Equipment Malfunction,0,Product D,Manufacturing,Warning,976,5,Unresolved,1
S12,2024-07-04,Moderate,Safety,Human Error,0,Product A,Manufacturing,Urgent,425,5,Resolved,1
S12,2023-02-21,Critical,Documentation,Process Failure,0,Product A,Manufacturing,Warning,483,19,Pending,0
S12,2024-11-24,Critical,Documentation,Equipment Malfunction,0,Product A,Packaging,Warning,925,18,Pending,1
S12,2023-07-14,Critical,Documentation,Process Failure,0,Product B,Manufacturing,Warning,146,22,Unresolved,1
S12,2023-08-16,Moderate,Safety,Process Failure,0,Product D,Packaging,Warning,898,10,Pending,1
S12,2023-10-16,Moderate,Documentation,Process Failure,0,Product A,Shipping,Urgent,825,25,Resolved,1
S12,2023-06-21,Critical,Safety,Equipment Malfunction,0,Product A,Testing,Formal,932,25,Unresolved,1
S12,2024-10-12,Minor,Documentation,Process Failure,1,Product C,Manufacturing,Warning,990,6,Resolved,0
S12,2023-11-21,Moderate,Documentation,Human Error,1,Product A,Packaging,Urgent,862,9,Resolved,0
S12,2024-08-13,Moderate,Quality,Human Error,0,Product A,Shipping,Formal,175,16,Unresolved,0
S12,2024-07-02,Minor,Safety,Equipment Malfunction,1,Product C,Manufacturing,Urgent,468,19,Unresolved,1
S12,2023-11-09,Moderate,Quality,Human Error,1,Product B,Packaging,Warning,999,24,Unresolved,0
S12,2024-07-17,Critical,Safety,Human Error,0,Product C,Manufacturing,Urgent,624,16,Pending,0
S12,2023-03-14,Critical,Documentation,Process Failure,0,Product D,Shipping,Warning,613,24,Pending,0
S12,2024-02-23,Minor,Regulatory,Equipment Malfunction,1,Product D,Shipping,Warning,725,16,Unresolved,0
S12,2024-07-06,Moderate,Regulatory,Human Error,0,Product D,Testing,Formal,430,5,Unresolved,1
S12,2023-11-27,Moderate,Safety,Human Error,0,Product D,Testing,Formal,217,24,Unresolved,0
S13,2024-02-18,Moderate,Regulatory,Human Error,0,Product B,Packaging,Warning,549,15,Unresolved,1
S13,2024-03-18,Minor,Regulatory,Process Failure,0,Product C,Shipping,Urgent,314,19,Pending,0
S13,2023-11-24,Minor,Regulatory,Process Failure,0,Product B,Packaging,Formal,491,26,Pending,0
S13,2024-06-13,Minor,Quality,Process Failure,1,Product A,Manufacturing,Urgent,780,5,Pending,1
S13,2023-09-21,Minor,Safety,Equipment Malfunction,0,Product D,Shipping,Warning,486,10,Pending,0
S13,2024-06-07,Moderate,Regulatory,Process Failure,1,Product B,Testing,Warning,538,7,Unresolved,0
S13,2023-08-25,Moderate,Regulatory,Equipment Malfunction,0,Product B,Manufacturing,Warning,695,3,Unresolved,1
S13,2023-11-14,Minor,Quality,Process Failure,0,Product B,Shipping,Warning,877,9,Resolved,1
S13,2023-06-21,Moderate,Safety,Equipment Malfunction,1,Product C,Manufacturing,Urgent,512,4,Resolved,0
S13,2024-07-31,Minor,Quality,Human Error,0,Product C,Testing,Warning,659,21,Unresolved,1
S13,2023-05-02,Moderate,Safety,Human Error,1,Product A,Packaging,Formal,167,7,Resolved,0
S13,2024-07-21,Critical,Safety,Process Failure,1,Product A,Packaging,Urgent,717,6,Pending,0
S13,2023-12-28,Critical,Quality,Process Failure,0,Product D,Shipping,Formal,226,25,Unresolved,0
S13,2023-03-29,Minor,Documentation,Human Error,0,Product B,Shipping,Formal,142,25,Resolved,1
S13,2024-06-03,Minor,Regulatory,Equipment Malfunction,0,Product A,Shipping,Warning,579,20,Unresolved,1
S13,2023-06-06,Minor,Safety,Process Failure,0,Product C,Manufacturing,Urgent,395,11,Resolved,1
S13,2024-02-22,Minor,Documentation,Process Failure,1,Product D,Shipping,Urgent,437,6,Unresolved,0
S13,2024-07-21,Critical,Documentation,Human Error,1,Product B,Shipping,Urgent,969,1,Unresolved,1
S13,2023-05-09,Moderate,Regulatory,Equipment Malfunction,1,Product B,Packaging,Formal,608,6,Unresolved,0
S13,2024-03-12,Minor,Regulatory,Human Error,1,Product A,Packaging,Urgent,667,27,Resolved,1
S13,2023-10-14,Moderate,Documentation,Equipment Malfunction,1,Product B,Testing,Urgent,351,11,Resolved,0
S13,2024-10-01,Moderate,Quality,Equipment Malfunction,1,Product D,Shipping,Urgent,284,13,Pending,1
S13,2024-08-19,Minor,Documentation,Process Failure,1,Product D,Manufacturing,Warning,228,23,Unresolved,1
S13,2024-09-02,Minor,Quality,Process Failure,0,Product D,Packaging,Formal,813,28,Resolved,1
S13,2023-10-04,Critical,Safety,Equipment Malfunction,1,Product C,Shipping,Formal,228,4,Unresolved,1
S13,2023-07-16,Minor,Safety,Human Error,0,Product B,Manufacturing,Formal,848,23,Pending,1
S13,2023-06-14,Minor,Regulatory,Process Failure,1,Product A,Testing,Urgent,906,16,Resolved,0
S13,2024-06-02,Minor,Safety,Process Failure,0,Product A,Shipping,Warning,761,9,Pending,0
S13,2023-11-02,Critical,Safety,Equipment Malfunction,1,Product C,Testing,Formal,994,22,Resolved,0
S13,2024-05-07,Minor,Documentation,Human Error,1,Product B,Manufacturing,Warning,723,23,Resolved,0
S13,2024-04-29,Minor,Quality,Human Error,1,Product D,Testing,Urgent,761,22,Resolved,1
S13,2023-01-11,Moderate,Documentation,Process Failure,0,Product B,Testing,Urgent,214,4,Pending,0
S13,2024-05-12,Critical,Quality,Equipment Malfunction,0,Product C,Testing,Warning,246,22,Unresolved,1
S13,2023-11-16,Critical,Safety,Human Error,0,Product A,Testing,Formal,118,3,Pending,1
S13,2024-07-10,Moderate,Safety,Human Error,1,Product B,Shipping,Formal,857,1,Pending,0
S13,2024-05-07,Minor,Regulatory,Human Error,0,Product D,Packaging,Formal,394,24,Pending,0
S13,2024-10-22,Minor,Safety,Process Failure,0,Product C,Shipping,Urgent,916,7,Resolved,0
S13,2023-06-07,Minor,Documentation,Human Error,0,Product A,Shipping,Warning,640,21,Unresolved,1
S13,2023-12-18,Minor,Quality,Human Error,1,Product D,Packaging,Formal,604,22,Resolved,0
S13,2024-01-03,Critical,Quality,Human Error,0,Product B,Packaging,Warning,758,2,Resolved,0
S14,2024-08-15,Minor,Quality,Process Failure,0,Product D,Testing,Warning,483,16,Pending,1
S14,2023-03-25,Moderate,Quality,Equipment Malfunction,0,Product D,Manufacturing,Warning,831,20,Resolved,0
S14,2023-02-16,Moderate,Quality,Human Error,0,Product B,Shipping,Formal,734,10,Resolved,0
S14,2024-12-29,Moderate,Quality,Equipment Malfunction,0,Product B,Manufacturing,Warning,671,20,Unresolved,1
S14,2023-09-10,Critical,Regulatory,Equipment Malfunction,1,Product C,Testing,Urgent,355,17,Resolved,1
S14,2023-03-02,Moderate,Safety,Equipment Malfunction,1,Product A,Manufacturing,Formal,349,26,Resolved,1
S14,2023-10-30,Moderate,Documentation,Process Failure,1,Product A,Shipping,Formal,310,12,Resolved,0
S14,2023-05-29,Minor,Documentation,Process Failure,0,Product B,Packaging,Warning,998,21,Pending,1
S14,2023-08-30,Minor,Safety,Process Failure,1,Product B,Manufacturing,Urgent,544,13,Unresolved,1
S14,2023-07-23,Critical,Safety,Human Error,0,Product B,Testing,Urgent,815,10,Unresolved,0
S14,2024-01-31,Minor,Quality,Process Failure,1,Product D,Shipping,Urgent,890,18,Pending,1
S14,2023-12-29,Moderate,Quality,Human Error,0,Product C,Testing,Warning,321,29,Resolved,1
S14,2023-02-16,Minor,Quality,Process Failure,0,Product C,Manufacturing,Warning,889,10,Unresolved,0
S14,2024-06-08,Critical,Documentation,Process Failure,1,Product D,Testing,Formal,439,12,Resolved,1
S14,2023-12-06,Minor,Safety,Equipment Malfunction,1,Product B,Packaging,Formal,707,3,Unresolved,0
S14,2024-09-03,Moderate,Quality,Process Failure,0,Product D,Testing,Warning,603,8,Unresolved,0
S14,2023-10-04,Minor,Quality,Process Failure,1,Product D,Shipping,Formal,281,29,Pending,1
S14,2024-12-05,Critical,Safety,Equipment Malfunction,0,Product D,Packaging,Urgent,550,13,Unresolved,0
S14,2024-01-16,Critical,Regulatory,Human Error,0,Product A,Shipping,Warning,798,21,Unresolved,1
S14,2023-08-12,Minor,Documentation,Process Failure,1,Product C,Testing,Urgent,532,4,Unresolved,0
S14,2024-05-11,Moderate,Documentation,Equipment Malfunction,1,Product A,Packaging,Formal,237,19,Resolved,1
S14,2023-06-08,Minor,Documentation,Equipment Malfunction,0,Product B,Testing,Formal,764,20,Unresolved,0
S14,2023-03-22,Moderate,Quality,Equipment Malfunction,1,Product A,Shipping,Warning,662,21,Pending,1
S14,2024-09-10,Moderate,Regulatory,Process Failure,0,Product B,Shipping,Warning,288,18,Unresolved,0
S14,2023-02-07,Moderate,Regulatory,Equipment Malfunction,0,Product A,Manufacturing,Formal,442,9,Unresolved,0
S14,2024-07-03,Moderate,Quality,Equipment Malfunction,0,Product D,Shipping,Formal,754,8,Pending,1
S14,2023-01-11,Minor,Quality,Process Failure,1,Product D,Testing,Formal,474,27,Unresolved,0
S14,2024-03-11,Moderate,Regulatory,Process Failure,1,Product C,Manufacturing,Urgent,193,13,Resolved,1
S14,2023-10-21,Moderate,Documentation,Equipment Malfunction,1,Product D,Manufacturing,Formal,395,26,Pending,0
S14,2023-04-02,Critical,Regulatory,Process Failure,1,Product C,Shipping,Formal,338,24,Unresolved,0
S14,2024-05-31,Critical,Safety,Equipment Malfunction,0,Product D,Packaging,Urgent,564,15,Unresolved,0
S14,2024-04-12,Critical,Documentation,Human Error,1,Product B,Manufacturing,Warning,408,23,Resolved,0
S14,2024-10-29,Moderate,Quality,Human Error,0,Product B,Shipping,Urgent,170,12,Pending,1
S14,2024-03-31,Moderate,Quality,Process Failure,1,Product D,Shipping,Formal,183,3,Resolved,1
S14,2023-05-28,Critical,Regulatory,Equipment Malfunction,1,Product D,Manufacturing,Formal,961,24,Pending,0
S14,2023-07-11,Minor,Regulatory,Human Error,0,Product D,Manufacturing,Formal,893,22,Unresolved,1
S14,2024-07-19,Critical,Regulatory,Equipment Malfunction,1,Product C,Testing,Urgent,130,23,Unresolved,1
S14,2024-03-05,Moderate,Safety,Process Failure,1,Product D,Manufacturing,Urgent,454,12,Pending,0
S14,2024-08-09,Minor,Documentation,Equipment Malfunction,0,Product B,Packaging,Warning,205,21,Pending,0
S14,2024-10-04,Moderate,Documentation,Human Error,0,Product B,Shipping,Warning,930,23,Unresolved,0
S14,2024-11-30,Minor,Regulatory,Process Failure,0,Product A,Testing,Formal,819,9,Unresolved,1
S14,2023-10-31,Moderate,Documentation,Equipment Malfunction,0,Product C,Manufacturing,Urgent,538,7,Unresolved,0
S14,2024-05-22,Moderate,Regulatory,Human Error,0,Product A,Packaging,Formal,489,19,Resolved,0
S14,2024-06-27,Moderate,Quality,Equipment Malfunction,1,Product D,Manufacturing,Warning,171,25,Resolved,1
S15,2024-06-28,Moderate,Documentation,Process Failure,1,Product D,Packaging,Urgent,550,28,Unresolved,0
S15,2023-01-12,Moderate,Regulatory,Human Error,1,Product D,Shipping,Urgent,284,6,Pending,1
S15,2023-05-01,Moderate,Documentation,Equipment Malfunction,1,Product A,Shipping,Warning,448,5,Pending,1
S15,2024-01-22,Critical,Safety,Equipment Malfunction,1,Product A,Testing,Warning,482,22,Resolved,0
S15,2023-04-03,Moderate,Quality,Human Error,1,Product D,Packaging,Formal,580,1,Unresolved,0
S15,2024-04-03,Moderate,Regulatory,Process Failure,0,Product A,Shipping,Urgent,427,8,Unresolved,1
S15,2024-09-12,Critical,Safety,Equipment Malfunction,0,Product A,Manufacturing,Formal,800,16,Unresolved,1
S15,2023-01-10,Critical,Safety,Process Failure,0,Product A,Manufacturing,Urgent,832,14,Pending,1
S15,2024-07-14,Minor,Quality,Human Error,1,Product C,Packaging,Warning,727,15,Resolved,1
S15,2023-01-18,Critical,Safety,Equipment Malfunction,1,Product D,Testing,Formal,924,20,Resolved,1
S15,2023-12-31,Minor,Regulatory,Equipment Malfunction,0,Product B,Manufacturing,Formal,899,15,Resolved,0
S15,2024-10-21,Critical,Quality,Human Error,0,Product D,Testing,Urgent,982,11,Unresolved,0
S15,2024-04-03,Minor,Regulatory,Process Failure,0,Product A,Packaging,Warning,667,6,Pending,1
S15,2023-04-28,Minor,Safety,Equipment Malfunction,1,Product D,Packaging,Formal,326,19,Unresolved,1
S15,2024-08-05,Critical,Quality,Equipment Malfunction,1,Product C,Shipping,Warning,372,6,Unresolved,1
S15,2024-12-04,Moderate,Quality,Equipment Malfunction,0,Product C,Manufacturing,Urgent,317,17,Unresolved,1
S15,2024-11-04,Minor,Regulatory,Process Failure,1,Product A,Packaging,Warning,799,14,Unresolved,1
S15,2024-04-24,Critical,Quality,Equipment Malfunction,1,Product A,Testing,Urgent,915,8,Resolved,0
S15,2023-09-29,Moderate,Regulatory,Process Failure,1,Product C,Packaging,Warning,283,12,Unresolved,1
S15,2023-12-23,Moderate,Safety,Human Error,0,Product B,Shipping,Urgent,609,22,Pending,0
S15,2024-03-25,Moderate,Documentation,Equipment Malfunction,1,Product A,Shipping,Urgent,382,16,Resolved,0
S15,2024-07-22,Minor,Safety,Process Failure,0,Product B,Shipping,Warning,533,20,Unresolved,1
S15,2024-10-06,Critical,Regulatory,Human Error,1,Product A,Testing,Urgent,998,26,Resolved,0
S15,2023-10-26,Moderate,Safety,Process Failure,0,Product A,Manufacturing,Urgent,864,15,Pending,1
S15,2024-03-05,Minor,Safety,Human Error,1,Product A,Testing,Formal,974,16,Unresolved,0
S15,2024-10-02,Moderate,Safety,Equipment Malfunction,1,Product D,Shipping,Warning,651,18,Pending,0
S15,2024-07-05,Minor,Regulatory,Equipment Malfunction,0,Product A,Manufacturing,Formal,989,13,Resolved,0
S15,2023-07-02,Critical,Safety,Process Failure,0,Product A,Packaging,Warning,851,2,Resolved,1
S16,2023-02-01,Critical,Quality,Equipment Malfunction,1,Product D,Manufacturing,Warning,701,13,Unresolved,1
S16,2023-10-14,Minor,Quality,Process Failure,1,Product A,Shipping,Warning,797,21,Unresolved,1
S16,2024-04-29,Critical,Regulatory,Human Error,1,Product A,Shipping,Urgent,651,5,Unresolved,0
S16,2024-06-24,Moderate,Quality,Process Failure,0,Product C,Packaging,Urgent,777,3,Resolved,1
S16,2024-12-24,Moderate,Documentation,Human Error,0,Product B,Testing,Formal,756,6,Resolved,1
S16,2023-05-22,Minor,Quality,Equipment Malfunction,1,Product B,Shipping,Formal,754,22,Resolved,0
S16,2024-04-07,Minor,Documentation,Human Error,1,Product C,Manufacturing,Urgent,808,22,Pending,0
S17,2023-11-21,Minor,Quality,Process Failure,0,Product A,Testing,Urgent,809,27,Pending,1
S17,2023-12-10,Minor,Safety,Process Failure,1,Product A,Shipping,Warning,498,19,Unresolved,0
S17,2023-11-09,Minor,Documentation,Equipment Malfunction,1,Product D,Shipping,Urgent,531,12,Resolved,0
S17,2024-08-09,Critical,Documentation,Process Failure,0,Product C,Manufacturing,Formal,925,14,Resolved,1
S17,2023-09-26,Critical,Quality,Equipment Malfunction,1,Product D,Manufacturing,Urgent,487,13,Pending,1
S17,2024-05-09,Moderate,Documentation,Equipment Malfunction,1,Product D,Manufacturing,Warning,270,9,Unresolved,0
S17,2023-05-29,Critical,Documentation,Process Failure,0,Product A,Manufacturing,Warning,897,10,Pending,1
S17,2024-06-18,Minor,Safety,Equipment Malfunction,1,Product B,Shipping,Urgent,272,23,Resolved,1
S17,2023-04-08,Minor,Quality,Human Error,0,Product B,Manufacturing,Urgent,245,15,Pending,1
S17,2023-10-02,Minor,Quality,Process Failure,1,Product D,Shipping,Warning,934,10,Unresolved,0
S17,2023-11-27,Critical,Regulatory,Human Error,0,Product C,Packaging,Urgent,603,6,Unresolved,1
S17,2024-06-22,Moderate,Regulatory,Equipment Malfunction,0,Product A,Shipping,Urgent,614,9,Unresolved,1
S17,2024-05-21,Moderate,Safety,Equipment Malfunction,0,Product A,Shipping,Urgent,182,29,Unresolved,0
